"county","floor","log_uranium","log_radon"
"AITKIN",1,-0.6890475953545,0.78845736036427
"AITKIN",0,-0.6890475953545,0.78845736036427
"AITKIN",0,-0.6890475953545,1.06471073699243
"AITKIN",0,-0.6890475953545,0
"ANOKA",0,-0.847312860499705,1.1314021114911
"ANOKA",0,-0.847312860499705,0.916290731874155
"ANOKA",0,-0.847312860499705,0.405465108108164
"ANOKA",0,-0.847312860499705,0
"ANOKA",0,-0.847312860499705,-0.356674943938732
"ANOKA",0,-0.847312860499705,0.182321556793955
"ANOKA",0,-0.847312860499705,0.182321556793955
"ANOKA",0,-0.847312860499705,0.262364264467491
"ANOKA",0,-0.847312860499705,0.336472236621213
"ANOKA",0,-0.847312860499705,-0.916290731874155
"ANOKA",0,-0.847312860499705,0.0953101798043249
"ANOKA",0,-0.847312860499705,1.50407739677627
"ANOKA",0,-0.847312860499705,0.262364264467491
"ANOKA",0,-0.847312860499705,0.741937344729377
"ANOKA",0,-0.847312860499705,1.77495235091167
"ANOKA",0,-0.847312860499705,1.19392246847243
"ANOKA",0,-0.847312860499705,0.587786664902119
"ANOKA",0,-0.847312860499705,1.68639895357023
"ANOKA",0,-0.847312860499705,1.84054963339749
"ANOKA",0,-0.847312860499705,0.641853886172395
"ANOKA",0,-0.847312860499705,1.88706964903238
"ANOKA",0,-0.847312860499705,1.1314021114911
"ANOKA",0,-0.847312860499705,1.91692261218206
"ANOKA",0,-0.847312860499705,1.94591014905531
"ANOKA",0,-0.847312860499705,2.04122032885964
"ANOKA",0,-0.847312860499705,1.64865862558738
"ANOKA",0,-0.847312860499705,1.50407739677627
"ANOKA",0,-0.847312860499705,1.48160454092422
"ANOKA",0,-0.847312860499705,1.02961941718116
"ANOKA",0,-0.847312860499705,2.09186406167839
"ANOKA",0,-0.847312860499705,0.470003629245736
"ANOKA",0,-0.847312860499705,1.43508452528932
"ANOKA",0,-0.847312860499705,1.68639895357023
"ANOKA",0,-0.847312860499705,1.38629436111989
"ANOKA",0,-0.847312860499705,0.832909122935104
"ANOKA",0,-0.847312860499705,1.06471073699243
"ANOKA",0,-0.847312860499705,0.336472236621213
"ANOKA",0,-0.847312860499705,1.19392246847243
"ANOKA",0,-0.847312860499705,1.06471073699243
"ANOKA",1,-0.847312860499705,0.587786664902119
"ANOKA",1,-0.847312860499705,-1.6094379124341
"ANOKA",0,-0.847312860499705,0.8754687373539
"ANOKA",1,-0.847312860499705,0.0953101798043249
"ANOKA",0,-0.847312860499705,0.78845736036427
"ANOKA",0,-0.847312860499705,-0.510825623765991
"ANOKA",0,-0.847312860499705,0.53062825106217
"ANOKA",0,-0.847312860499705,1.06471073699243
